"today","region","sex","age","married","christ","children","education","gaccra","pay_bribe","surveyChoice","rand_number","rand_number6","rand_number2_2","rand_number2_3","rand_number2_4","rand_number2_5","rand_number2_6","gender","corrupt","financial_pressure","john","ethnic_1","ethnic_2","ethnic_3","ethnic_4","ethnic_5","ethnic_6","ethnic_7","ethnic_8","ethnic_9","ethnic_10","ethnic_11","ethnic_12","ethnic_13","ethnic_14","ethnic_15","ethnic_16","ethnic_17","ethnic_18","ethnic_19","ethnic_20","ethnic_21"
"19-Sep-17",3,1,58,1,1,6,5,0,1,1,0.325390718,0.543782564,NA,NA,NA,NA,NA,3,5,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,29,1,1,2,6,0,NA,6,NA,0.321111579,NA,NA,NA,NA,0.480594795,1,7,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,0,21,1,1,1,5,0,1,5,NA,0.890528973,NA,NA,NA,0.869862626,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"19-Sep-17",3,1,54,1,1,7,9,0,1,6,NA,0.395726895,NA,NA,NA,NA,0.772242666,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,0,19,1,1,1,5,0,NA,4,NA,0.714393665,NA,NA,0.597570394,NA,NA,2,6,500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,19,0,1,0,5,1,NA,4,NA,0.40007557,NA,NA,0.386949022,NA,NA,7,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,19,0,1,0,6,1,NA,3,NA,0.051120299,NA,0.703763046,NA,NA,NA,7,1,700,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,65,0,1,4,1,1,NA,2,NA,0.701988643,0.309649234,NA,NA,NA,NA,1,7,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,59,1,1,5,5,1,NA,6,NA,0.529491775,NA,NA,NA,NA,0.660177542,2,6,300,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,55,0,1,1,2,1,NA,5,NA,0.159818537,NA,NA,NA,0.259614867,NA,7,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,29,1,1,3,4,1,NA,5,NA,0.427683003,NA,NA,NA,0.742470612,NA,1,7,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,18,0,1,0,3,1,1,2,NA,0.563431073,0.090971774,NA,NA,NA,NA,1,7,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,25,0,1,0,3,1,NA,4,NA,0.538480582,NA,NA,0.919988329,NA,NA,3,5,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,18,1,1,0,5,1,NA,1,0.941314807,0.5262944,NA,NA,NA,NA,NA,1,7,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,20,1,1,1,3,1,NA,2,NA,0.589914587,0.501614327,NA,NA,NA,NA,1,7,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,35,0,1,0,2,0,NA,2,NA,0.439038034,0.46578499,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,55,1,1,7,4,0,NA,3,NA,0.302029744,NA,0.903442957,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,0,20,1,1,2,5,0,NA,3,NA,0.393049278,NA,0.357318214,NA,NA,NA,7,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,45,1,1,7,4,0,NA,2,NA,0.069449175,0.090493845,NA,NA,NA,NA,1,7,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,0,19,1,1,1,5,0,NA,2,NA,0.917980453,0.977221386,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",2,1,30,1,1,3,1,0,NA,6,NA,0.623564542,NA,NA,NA,NA,0.122691024,1,7,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18-Sep-17",2,0,25,1,1,1,6,0,NA,2,NA,0.432442226,0.90454386,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18-Sep-17",2,1,38,0,1,1,6,0,NA,2,NA,0.393187092,0.662422419,NA,NA,NA,NA,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",2,0,33,1,1,4,5,0,NA,4,NA,0.559827624,NA,NA,0.56608495,NA,NA,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18-Sep-17",2,1,34,1,1,4,5,0,NA,5,NA,0.311344648,NA,NA,NA,0.973899878,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,1,41,1,1,5,6,0,NA,3,NA,0.079218655,NA,0.834215233,NA,NA,NA,2,6,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,66,1,1,6,3,0,NA,5,NA,0.458390505,NA,NA,NA,0.581474871,NA,1,7,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,1,35,1,1,2,5,0,1,4,NA,0.141601175,NA,NA,0.980123619,NA,NA,1,7,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,24,0,1,0,6,0,NA,5,NA,0.526742596,NA,NA,NA,0.45306394,NA,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,1,38,0,1,1,4,0,NA,6,NA,0.035950137,NA,NA,NA,NA,0.546962814,1,7,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,0,42,0,1,5,1,1,NA,1,0.751411102,0.961136007,NA,NA,NA,NA,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18-Sep-17",1,1,48,0,1,3,6,1,1,4,NA,0.731383381,NA,NA,0.960888532,NA,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18-Sep-17",1,0,29,0,1,2,3,1,NA,5,NA,0.805858657,NA,NA,NA,0.961873926,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18-Sep-17",1,1,40,0,1,3,4,1,NA,5,NA,0.628322203,NA,NA,NA,0.955200892,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,33,0,0,1,1,1,NA,6,NA,0.844669424,NA,NA,NA,NA,0.401940383,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"19-Sep-17",1,1,34,1,1,1,4,1,1,1,0.780969572,0.152462096,NA,NA,NA,NA,NA,2,6,150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,48,1,1,99,2,1,NA,2,NA,0.702498721,0.744633563,NA,NA,NA,NA,3,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19-Sep-17",1,1,58,0,0,6,1,1,1,4,NA,0.315846733,NA,NA,0.716025053,NA,NA,1,7,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"19-Sep-17",1,0,40,1,1,4,7,1,1,4,NA,0.321656576,NA,NA,0.690449112,NA,NA,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19-Sep-17",2,1,34,1,1,5,1,0,NA,3,NA,0.105096766,NA,0.061080553,NA,NA,NA,1,7,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,1,61,1,1,6,5,0,NA,4,NA,0.175624568,NA,NA,0.674301542,NA,NA,1,7,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,24,1,1,3,4,0,NA,5,NA,0.073550123,NA,NA,NA,0.8747882,NA,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,34,1,1,3,5,0,1,2,NA,0.163068008,0.343971715,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,26,1,0,2,3,0,NA,4,NA,0.587366533,NA,NA,0.587907951,NA,NA,2,6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"18-Sep-17",1,0,24,1,1,1,3,1,NA,4,NA,0.898820024,NA,NA,0.307805567,NA,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"18-Sep-17",1,0,40,1,1,3,4,1,1,3,NA,0.014024155,NA,0.178817638,NA,NA,NA,2,6,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18-Sep-17",1,1,52,1,1,5,6,1,NA,5,NA,0.262865493,NA,NA,NA,0.64967664,NA,2,6,600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,1,19,0,1,0,4,1,NA,2,NA,0.408260086,0.70425867,NA,NA,NA,NA,2,6,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,0,21,0,1,0,4,1,NA,6,NA,0.361655524,NA,NA,NA,NA,0.367718074,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"19-Sep-17",1,0,40,1,0,2,1,1,NA,6,NA,0.841469807,NA,NA,NA,NA,0.8124373,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19-Sep-17",1,1,54,1,1,3,6,1,NA,4,NA,0.52900126,NA,NA,0.305059043,NA,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,33,1,1,2,6,1,NA,1,0.329797015,0.434126612,NA,NA,NA,NA,NA,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19-Sep-17",1,1,46,1,0,4,7,1,1,1,0.029189663,0.822456878,NA,NA,NA,NA,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19-Sep-17",1,0,26,0,1,1,7,1,NA,6,NA,0.914452169,NA,NA,NA,NA,0.284572919,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"20-Sep-17",1,0,65,1,0,4,1,1,NA,3,NA,0.923550196,NA,0.402077066,NA,NA,NA,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,46,1,1,2,4,1,1,2,NA,0.915638617,0.52315399,NA,NA,NA,NA,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,38,0,1,8,1,1,NA,2,NA,0.700534278,0.882546564,NA,NA,NA,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",3,0,28,0,1,3,5,0,1,6,NA,0.178101795,NA,NA,NA,NA,0.498698255,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,0,29,0,1,1,1,0,1,5,NA,0.721056107,NA,NA,NA,0.878536795,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,1,46,1,0,4,7,0,NA,2,NA,0.242479464,0.557863287,NA,NA,NA,NA,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,1,50,1,1,4,5,0,NA,3,NA,0.343570678,NA,0.308910045,NA,NA,NA,7,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,1,38,0,1,2,6,0,NA,5,NA,0.945218253,NA,NA,NA,0.815184134,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",2,1,42,1,1,2,9,0,1,1,0.979072479,0.694924984,NA,NA,NA,NA,NA,1,7,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,47,0,1,1,2,0,1,3,NA,0.475561444,NA,0.08244205,NA,NA,NA,1,7,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,32,1,1,2,4,0,1,6,NA,0.242537729,NA,NA,NA,NA,0.183934442,1,7,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,18,0,1,0,6,0,1,6,NA,0.644064092,NA,NA,NA,NA,0.671658852,1,7,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,54,1,1,6,1,0,1,2,NA,0.052922643,0.70958435,NA,NA,NA,NA,4,4,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,52,1,1,9,5,0,1,1,0.489012561,0.741519286,NA,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,1,52,1,1,6,5,0,1,6,NA,0.236075144,NA,NA,NA,NA,0.941565954,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,23,1,1,2,5,0,1,6,NA,0.663094041,NA,NA,NA,NA,0.518163493,1,7,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,1,19,0,1,0,5,0,NA,3,NA,0.654421796,NA,0.480912842,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",2,0,31,0,1,0,6,0,NA,1,0.174075448,0.549404517,NA,NA,NA,NA,NA,1,7,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",3,0,54,1,1,7,3,0,NA,3,NA,0.998975725,NA,0.946270381,NA,NA,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,1,19,0,1,0,6,0,1,3,NA,0.426795325,NA,0.756116122,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,1,21,1,1,0,6,0,NA,4,NA,0.426507091,NA,NA,0.418960154,NA,NA,2,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",3,0,27,0,1,1,4,0,NA,4,NA,0.070794265,NA,NA,0.150457779,NA,NA,1,7,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",1,1,39,1,1,1,5,1,1,1,0.925478346,0.802962165,NA,NA,NA,NA,NA,2,6,500,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,18,0,1,0,5,1,NA,4,NA,0.467850973,NA,NA,0.451969523,NA,NA,2,6,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,18,0,1,0,5,1,NA,3,NA,0.551563024,NA,0.693106449,NA,NA,NA,7,1,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,34,1,1,3,4,1,NA,6,NA,0.631244307,NA,NA,NA,NA,0.306994644,6,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,31,1,1,2,5,1,NA,3,NA,0.725220107,NA,0.506550029,NA,NA,NA,3,5,250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,0,28,0,1,0,6,1,NA,3,NA,0.254303392,NA,0.457339995,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,1,23,0,1,0,6,1,NA,4,NA,0.004743954,NA,NA,0.732129014,NA,NA,4,4,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,0,38,1,1,0,5,1,NA,3,NA,0.969807742,NA,0.889949565,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,1,27,0,1,0,6,1,1,1,0.126406298,0.125706545,NA,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"18-Sep-17",1,0,57,0,1,6,3,1,1,5,NA,0.688017605,NA,NA,NA,0.483792805,NA,1,7,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,43,1,1,7,6,0,NA,6,NA,0.91679221,NA,NA,NA,NA,0.262992882,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,30,1,1,6,3,0,NA,2,NA,0.674352209,0.127133176,NA,NA,NA,NA,1,7,500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,29,1,1,1,9,0,1,3,NA,0.790814124,NA,0.348766368,NA,NA,NA,1,7,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,26,0,0,0,7,0,NA,3,NA,0.692446497,NA,0.306978608,NA,NA,NA,3,5,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,53,0,1,3,7,0,NA,2,NA,0.999663876,0.116716667,NA,NA,NA,NA,1,7,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19-Sep-17",3,0,36,1,1,3,5,0,1,2,NA,0.194997495,0.765370186,NA,NA,NA,NA,1,7,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,35,0,1,1,5,0,1,1,0.470668252,0.316937521,NA,NA,NA,NA,NA,1,7,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"19-Sep-17",3,0,34,1,1,5,5,0,1,4,NA,0.957089803,NA,NA,0.171461766,NA,NA,1,7,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,58,1,1,5,6,0,1,1,0.510581346,0.64962211,NA,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,0,38,1,1,3,5,0,1,4,NA,0.721672214,NA,NA,0.937510726,NA,NA,1,7,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,0,24,0,1,1,5,0,NA,1,0.099493875,0.422029467,NA,NA,NA,NA,NA,1,7,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,42,1,1,4,6,0,1,5,NA,0.739988009,NA,NA,NA,0.630146356,NA,1,7,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19-Sep-17",3,0,64,0,1,7,5,0,NA,4,NA,0.268252097,NA,NA,0.222320218,NA,NA,1,7,500,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,31,0,1,2,5,0,1,6,NA,0.941419166,NA,NA,NA,NA,0.802335949,1,7,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",3,1,43,1,1,3,6,0,1,5,NA,0.993961542,NA,NA,NA,0.434622351,NA,5,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,46,0,1,1,5,1,NA,2,NA,0.050161795,0.370560913,NA,NA,NA,NA,4,4,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,36,1,1,6,5,1,NA,3,NA,0.417452695,NA,0.521828687,NA,NA,NA,1,7,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,1,36,0,1,1,7,1,NA,6,NA,0.329179153,NA,NA,NA,NA,0.771628884,3,5,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,36,1,0,3,5,1,1,6,NA,0.424849214,NA,NA,NA,NA,0.026568034,1,7,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19-Sep-17",1,0,29,0,1,2,3,1,NA,6,NA,0.155102639,NA,NA,NA,NA,0.006243298,1,7,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,32,1,1,0,9,1,NA,4,NA,0.379121952,NA,NA,0.746770079,NA,NA,1,7,1000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,20,0,1,0,6,1,NA,3,NA,0.732279004,NA,0.536481423,NA,NA,NA,1,7,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,25,0,1,1,6,1,1,6,NA,0.990764514,NA,NA,NA,NA,0.892087683,4,4,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,36,1,1,3,6,1,NA,5,NA,0.538082016,NA,NA,NA,0.979654662,NA,6,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,51,1,1,6,6,1,NA,3,NA,0.216417276,NA,0.06113085,NA,NA,NA,1,7,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,49,1,1,4,6,0,NA,3,NA,0.089275688,NA,0.301568058,NA,NA,NA,7,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,24,0,1,0,6,0,1,1,0.33289807,0.68676085,NA,NA,NA,NA,NA,1,7,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"20-Sep-17",2,0,31,1,0,2,4,0,NA,1,0.153638978,0.363970324,NA,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"20-Sep-17",2,1,58,1,1,5,3,0,NA,6,NA,0.947762536,NA,NA,NA,NA,0.101055986,3,5,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,21,0,1,1,6,0,NA,6,NA,0.420800767,NA,NA,NA,NA,0.580468596,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,46,1,1,3,7,0,1,4,NA,0.750366141,NA,NA,0.816341252,NA,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,39,1,1,3,3,0,NA,5,NA,0.230678761,NA,NA,NA,0.158203124,NA,3,5,200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,37,1,1,7,1,0,NA,3,NA,0.374660162,NA,0.08467995,NA,NA,NA,1,7,400,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,48,1,1,6,3,0,NA,6,NA,0.092105755,NA,NA,NA,NA,0.547675177,1,7,600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,53,1,1,7,7,0,NA,1,0.856693172,0.690542225,NA,NA,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,0,32,0,1,3,6,0,NA,3,NA,0.107960501,NA,0.953148854,NA,NA,NA,1,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",2,1,39,1,1,4,4,0,NA,4,NA,0.055510328,NA,NA,0.683474386,NA,NA,1,7,400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,23,0,1,0,8,1,NA,1,0.434631687,0.568486512,NA,NA,NA,NA,NA,5,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"20-Sep-17",1,1,31,1,0,2,6,1,NA,6,NA,0.381084567,NA,NA,NA,NA,0.327581361,3,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,19,0,1,0,6,1,NA,5,NA,0.788866526,NA,NA,NA,0.495031739,NA,5,3,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,1,42,1,1,4,5,1,1,2,NA,0.438478229,0.932451628,NA,NA,NA,NA,3,5,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20-Sep-17",1,0,52,0,1,5,1,1,NA,1,0.865259864,0.032999249,NA,NA,NA,NA,NA,4,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
